Grant code *,Budget line code *,Account code *,Site code,Sector code,Budget line description *,Total cost *,LOE or unit,Months or unit,Unit cost,Dummy field 1,Dummy field 2
Unknown,Unknown,8901,KLM,WXYZ,Per Diem,7.8901234,,,,,
Unknown,Unknown,6789,KLM,WXYZ,Visa and work permit ,45.6789,,,,,
Unknown,Unknown,8901,KLM,WXYZ,Office Supplies - Dohuk,45.67890,,,,,
Unknown,Unknown,8901,KLM,WXYZ,Security Supplies,45.67890,,,,,
Unknown,Unknown,7890,KLM,WXYZ,Office Rent-Duhok,12.3456,,,,,
Unknown,Unknown,3456,KLM,WXYZ,Office Utilities Electricity-Duhok,678.90123,,,,,
Unknown,Unknown,9012,KLM,WXYZ,Office/GH Maintenance-Duhok,12.34567,,,,,
Unknown,Unknown,3456,KLM,WXYZ,Telephone Usage (Support)-Duhok,123.45678,,,,,
Unknown,Unknown,9012,KLM,WXYZ,Internet Connection-Duhok,345.67890,,,,,
Unknown,Unknown,4567,KLM,WXYZ,Security Subscription,12.3456789,,,,,
Unknown,Unknown,6789,KLM,WXYZ,"Windows Server License, software",4.56789,,,,,
Unknown,Unknown,7890,KLM,WXYZ,"Postage, Courier & Delivery-Duhok",12.34567,,,,,
Unknown,Unknown,7890,KLM,WXYZ,Equipment maintenance-Duhok,789.0123,,,,,
Unknown,Unknown,3456,KLM,WXYZ,Bank Fees-Duhok,9.0123456,,,,,
Unknown,Unknown,3456,KLM,WXYZ,Generator fuel/Maintenance ,23.45678,,,,,
Unknown,Unknown,9012,KLM,WXYZ,Vehicle Fuel & Maintenance,12.34567,,,,,
Unknown,Unknown,8901,KLM,WXYZ,Vehicle Insurance,789.0123,,,,,
Unknown,Unknown,9012,KLM,WXYZ,Legal fees,678.9012,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Head of Office,5678.9012,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Supply Chain Officer,123.45678,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Supply Chain and fleet Assistant,123.4567890,,,,,
Unknown,Unknown,4567,YZA,WXYZ,HR assistant ,123.4567890,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Finance assistant ,123.45678,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Guards,9012.34567890,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Guards,9012.34567890,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Guards,9012.34567890,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Guards,9012.34567890,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Cleaner,789.0123456,,,,,
Unknown,Unknown,7890,YZA,WXYZ,National Iraq Staff Benefits-Supp,9012.3456789012,,,,,
Unknown,Unknown,123,YZA,WXYZ,Staff Training  and Development ,678.9012345678,,,,,
Unknown,Unknown,6789,YZA,WXYZ,Air Travel,567.8901234,,,,,
Unknown,Unknown,6789,YZA,WXYZ,Ground Travel,4567.890123,,,,,
Unknown,Unknown,6789,YZA,WXYZ,Accommodation,567.8901234,,,,,
Unknown,Unknown,6789,YZA,WXYZ,Per Diem,345.67890123,,,,,
Unknown,Unknown,8901,YZA,WXYZ,Office Supplies - KRK,1234.567890,,,,,
Unknown,Unknown,8901,YZA,WXYZ,Security Supplies,567.8901234,,,,,
Unknown,Unknown,4567,YZA,WXYZ,Vehicle rental including driver,4567.89012,,,,,
Unknown,Unknown,3456,YZA,WXYZ,Vehicle rental - overtime,12.34567,,,,,
Unknown,Unknown,7890,YZA,WXYZ,Office Rent,2345.6789012,,,,,
Unknown,Unknown,3456,YZA,WXYZ,Office Utilities Electricity,1234.5678901,,,,,
Unknown,Unknown,9012,YZA,WXYZ,Office/GH Maintenance,234.56789,,,,,
Unknown,Unknown,3456,YZA,WXYZ,Telephone Usage (Support),12.34567,,,,,
Unknown,Unknown,9012,YZA,WXYZ,Internet Connection,6789.012345,,,,,
Unknown,Unknown,7890,YZA,WXYZ,"Postage, Courier & Delivery",234.567890,,,,,
Unknown,Unknown,7890,YZA,WXYZ,Equipment maintenance,123.4567890,,,,,
Unknown,Unknown,3456,YZA,WXYZ,Bank Fees,12.34567890,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Field  Manager,9012.34567890123,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Liasion Officer,8901.23456789012,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Supply Chain Officer,123.45678901234,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Supply Chain Assistant,7890.12345678901,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Fleet/Logistics Assistant,7890.12345678901,,,,,
Unknown,Unknown,4567,MNO,WXYZ,HR Officer,123.45678901234,,,,,
Unknown,Unknown,4567,MNO,WXYZ,IT Officer,123.45678901234,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Finance Assistant,7890.12345678901,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Guards,1234.56789012345,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Cleaner,123.4567890123,,,,,
Unknown,Unknown,7890,MNO,WXYZ,National Iraq Staff Benefits-Supp,23456.7890123456,,,,,
Unknown,Unknown,123,MNO,WXYZ,Staff Training  and Development ,1234.56789012345,,,,,
Unknown,Unknown,6789,MNO,WXYZ,Ground Travel,8901.23456789012,,,,,
Unknown,Unknown,6789,MNO,WXYZ,Accommodation,345.678901234567,,,,,
Unknown,Unknown,6789,MNO,WXYZ,Per Diem,456.789012345678,,,,,
Unknown,Unknown,8901,MNO,WXYZ,Office Supplies - HAM,901.234567890123,,,,,
Unknown,Unknown,8901,MNO,WXYZ,Security Supplies,890.123456789012,,,,,
Unknown,Unknown,4567,MNO,WXYZ,Vehicle rental including driver,123.45678901234,,,,,
Unknown,Unknown,3456,MNO,WXYZ,Vehicle rental - overtime,456.789012345678,,,,,
Unknown,Unknown,7890,MNO,WXYZ,Office Rent,4567.89012345678,,,,,
Unknown,Unknown,3456,MNO,WXYZ,Office Utilities Electricity,456.789012345678,,,,,
Unknown,Unknown,9012,MNO,WXYZ,Office/GH Maintenance,234.567890123456,,,,,
Unknown,Unknown,3456,MNO,WXYZ,Telephone Usage (Support),234.567890123456,,,,,
Unknown,Unknown,9012,MNO,WXYZ,Internet Connection,3456.78901234567,,,,,
Unknown,Unknown,7890,MNO,WXYZ,"Postage, Courier & Delivery",901.23456789012,,,,,
Unknown,Unknown,7890,MNO,WXYZ,Equipment maintenance,901.23456789012,,,,,
Unknown,Unknown,3456,MNO,WXYZ,Generator fuel/Maintenance ,3456.78901234567,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Field Manager,5678.9012,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Fleet/Logistics Assistant,123.4567890,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Finance Assistant,123.4567890,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Supply Chain Officer,123.45678,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Guards,9012.34567890,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Guards,9012.34567890,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Guards,9012.34567890,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Cleaner,123.456789,,,,,
Unknown,Unknown,7890,TUV,WXYZ,National Iraq Staff Benefits-Supp,4567.8901234567,,,,,
Unknown,Unknown,123,TUV,WXYZ,Staff Training  and Development ,12.3456789012,,,,,
Unknown,Unknown,6789,TUV,WXYZ,Air Travel,901.23456789,,,,,
Unknown,Unknown,6789,TUV,WXYZ,Ground Travel,6789.012345,,,,,
Unknown,Unknown,6789,TUV,WXYZ,Accommodation,901.234567,,,,,
Unknown,Unknown,6789,TUV,WXYZ,Per Diem,678.9012345,,,,,
Unknown,Unknown,8901,TUV,WXYZ,Office Supplies - ANB,12.34567,,,,,
Unknown,Unknown,8901,TUV,WXYZ,Security Supplies,234.567890,,,,,
Unknown,Unknown,4567,TUV,WXYZ,Vehicle rental including driver,123.456789,,,,,
Unknown,Unknown,3456,TUV,WXYZ,Vehicle rental - overtime,234.567890,,,,,
Unknown,Unknown,7890,TUV,WXYZ,Office Rent,1234.56789,,,,,
Unknown,Unknown,3456,TUV,WXYZ,Office Utilities Electricity,234.56789,,,,,
Unknown,Unknown,9012,TUV,WXYZ,Office/GH Maintenance,12.34567,,,,,
Unknown,Unknown,3456,TUV,WXYZ,Telephone Usage (Support),12.3456789,,,,,
Unknown,Unknown,9012,TUV,WXYZ,Internet Connection,890.123456,,,,,
Unknown,Unknown,7890,TUV,WXYZ,"Postage, Courier & Delivery",12.34567,,,,,
Unknown,Unknown,7890,TUV,WXYZ,Equipment maintenance,12.34567,,,,,
Unknown,Unknown,3456,TUV,WXYZ,Bank Fees,56.7890123,,,,,
Unknown,Unknown,3456,TUV,WXYZ,Generator fuel/Maintenance ,123.456789,,,,,
Unknown,Unknown,9012,QRS,HIJK,Protection Coordinator,8901.23456,,,,,
Unknown,Unknown,9012,QRS,HIJK,Sr Protection Manager 1,1234.567890,,,,,
Unknown,Unknown,9012,QRS,HIJK,Sr Protection Manager 2,2345.678901,,,,,
Unknown,Unknown,9012,QRS,NOPQ,ERD Coordinator,34567.89012,,,,,
Unknown,Unknown,9012,QRS,NOPQ,Cash Manager,90123.456789,,,,,
Unknown,Unknown,9012,QRS,NOPQ,CCI MEAL Manager,90123.45678,,,,,
Unknown,Unknown,9012,,HIJK,Technical Unit Support,12345.6789012345,,,,,
Unknown,Unknown,4567,,HIJK,Lawyer Kirkuk,89012.3456,,,,,
Unknown,Unknown,4567,,HIJK,Lawyer Ninewa,89012.3456,,,,,
Unknown,Unknown,4567,,HIJK,Lawyer Ninewa,12345.6789,,,,,
Unknown,Unknown,4567,,HIJK,Lawyer Anbar,89012.3456,,,,,
Unknown,Unknown,4567,,HIJK,Lawyer Anbar,12345.6789,,,,,
Unknown,Unknown,4567,,HIJK,Lawyer Anbar,12345.6789,,,,,
Unknown,Unknown,4567,,HIJK,CCI Legal Team Leader,56789.0123,,,,,
Unknown,Unknown,4567,,HIJK,Sr Referral & Cap Building officer,56789.012,,,,,
Unknown,Unknown,4567,,HIJK,Legal DB officer,67890.1234,,,,,
Unknown,Unknown,4567,WXY,NOPQ,Sr ERD Manager South Center,34567.89012,,,,,
Unknown,Unknown,4567,TUV,NOPQ,Sr ERD Cash Officer-ANB,4567.89012,,,,,
Unknown,Unknown,4567,TUV,NOPQ,ERD Cash Officer -ANB,90123.4567,,,,,
Unknown,Unknown,4567,TUV,NOPQ,ERD Cash Assistant-ANB,45678.90,,,,,
Unknown,Unknown,4567,TUV,NOPQ,ERD MEAL Officer-ANB,56789.0123,,,,,
Unknown,Unknown,4567,BCD,NOPQ,ERD Manager- Ninewa,23456.789,,,,,
Unknown,Unknown,4567,BCD,NOPQ,Sr ERD Cash Officer- Ninewa,4567.89012,,,,,
Unknown,Unknown,4567,BCD,NOPQ,ERD Cash Officer- Ninewa,90123.4567,,,,,
Unknown,Unknown,4567,BCD,NOPQ,ERD Cash Assistant- Ninewa,45678.90,,,,,
Unknown,Unknown,4567,BCD,NOPQ,ERD MEAL Officer- Ninewa,56789.0123,,,,,
Unknown,Unknown,4567,YZA,NOPQ,Sr ERD Cash Officer- KRK,67890.1234,,,,,
Unknown,Unknown,4567,YZA,NOPQ,ERD Cash Officer- KRK,90123.4567,,,,,
Unknown,Unknown,4567,YZA,NOPQ,ERD Cash Assistant- KRK,45678.90,,,,,
Unknown,Unknown,4567,YZA,NOPQ,ERD MEAL Officer- KRK,56789.0123,,,,,
Unknown,Unknown,4567,QRS,NOPQ,ERD MEAL Manager,1234.567,,,,,
Unknown,Unknown,4567,QRS,NOPQ,ERD Database Officer,7890.12345,,,,,
Unknown,Unknown,4567,QRS,NOPQ,CCI Database Officer,7890.12345,,,,,
Unknown,Unknown,4567,QRS,NOPQ,ERD Database Assistant,4567.890,,,,,
Unknown,Unknown,2345,comm commod,,International Staff Benefits 27.75%,12345.6789012,,,,,
Unknown,Unknown,2345,,,International Staff Benefits 27.75% TU,12345.6789012345,,,,,
Unknown,Unknown,2345,QRS,HIJK,Protection Coordinator,1234.5678901,,,,,
Unknown,Unknown,2345,QRS,HIJK,Sr Protection Manager 1,2345.6789012,,,,,
Unknown,Unknown,2345,QRS,HIJK,Sr Protection Manager 2,8901.2345678,,,,,
Unknown,Unknown,2345,,,ERD Coordinator,2345.6789012,,,,,
Unknown,Unknown,2345,,,Cash Manager,4567.8901234,,,,,
Unknown,Unknown,2345,,,CCI MEAL Manager,3456.789012,,,,,
Unknown,Unknown,2345,comm commod,HIJK,Retention Incentive 25%,1234.5678901,,,,,
Unknown,Unknown,1234,QRS,HIJK,Protection Coordinator,345.6789,,,,,
Unknown,Unknown,1234,QRS,HIJK,Sr Protection Manager 1,567.8901,,,,,
Unknown,Unknown,1234,QRS,HIJK,Sr Protection Manager 2,678.9012,,,,,
Unknown,Unknown,1234,,,ERD Coordinator,789.0123,,,,,
Unknown,Unknown,1234,,,Cash Manager,3456.7890,,,,,
Unknown,Unknown,1234,,,CCI MEAL Manager,678.901,,,,,
Unknown,Unknown,7890,QRS,HIJK,Protection Coordinator,345.6789,,,,,
Unknown,Unknown,7890,QRS,HIJK,Sr Protection Manager 1,567.8901,,,,,
Unknown,Unknown,7890,,HIJK,Sr Protection Manager 2,678.9012,,,,,
Unknown,Unknown,7890,,,ERD Coordinator,789.0123,,,,,
Unknown,Unknown,7890,,,Cash Manager,3456.7890,,,,,
Unknown,Unknown,7890,,,CCI MEAL Manager,678.901,,,,,
Unknown,Unknown,3456,QRS,,Settling in Allowance,3456.789,,,,,
Unknown,Unknown,2345,QRS,,Shipping Costs -Iraq,3456.789,,,,,
Unknown,Unknown,6789,QRS,HIJK,Protection Coordinator,5678.9012,,,,,
Unknown,Unknown,6789,QRS,HIJK,Sr Protection Manager 1,6789.0123,,,,,
Unknown,Unknown,6789,,HIJK,Sr Protection Manager 2,8901.2345,,,,,
Unknown,Unknown,6789,,,ERD Coordinator,1234.5678,,,,,
Unknown,Unknown,6789,,,Cash Manager,8901.2345,,,,,
Unknown,Unknown,6789,,,CCI MEAL Manager,5678.901,,,,,
Unknown,Unknown,7890,,,National Staff Benefits 28%,567890.1234567,,,,,
Unknown,Unknown,123,,,Staff Development & Wellbeing 3%,56789.0123456,,,,,
Unknown,Unknown,6789,QRS,NOPQ,Ground Travel,123.45678,,,,,
Unknown,Unknown,6789,TUV,NOPQ,Ground Travel,7890.1234,,,,,
Unknown,Unknown,6789,BCD,NOPQ,Ground Travel,7890.1234,,,,,
Unknown,Unknown,6789,YZA,NOPQ,Ground Travel,7890.1234,,,,,
Unknown,Unknown,6789,QRS,NOPQ,Visa and Work Permits,12.34567,,,,,
Unknown,Unknown,6789,QRS,NOPQ,Air Travel,9012.34567,,,,,
Unknown,Unknown,6789,TUV,NOPQ,Air Travel,123.456789,,,,,
Unknown,Unknown,6789,QRS,NOPQ,Accomodation,9012.34567,,,,,
Unknown,Unknown,6789,TUV,NOPQ,Accomodation,3456.7890,,,,,
Unknown,Unknown,6789,BCD,NOPQ,Accomodation,3456.7890,,,,,
Unknown,Unknown,6789,YZA,NOPQ,Accomodation,3456.7890,,,,,
Unknown,Unknown,6789,QRS,NOPQ,Per Diem,678.901234,,,,,
Unknown,Unknown,6789,TUV,NOPQ,Per Diem,901.23456,,,,,
Unknown,Unknown,6789,BCD,NOPQ,Per Diem,901.23456,,,,,
Unknown,Unknown,6789,YZA,NOPQ,Per Diem,901.23456,,,,,
Unknown,Unknown,6789,,HIJK,Air Travel,1234.56789,,,,,
Unknown,Unknown,6789,,HIJK,Ground Travel,6789.0123,,,,,
Unknown,Unknown,6789,,HIJK,Accommodation ,1234.5678,,,,,
Unknown,Unknown,6789,,HIJK,Per Diem,7890.1234,,,,,
Unknown,Unknown,8901,,HIJK,Protection Coordinator,12.3456,,,,,
Unknown,Unknown,8901,,HIJK,Sr Protection Manager 1,567.890,,,,,
Unknown,Unknown,8901,,HIJK,Sr Protection Manager 2,456.7890,,,,,
Unknown,Unknown,8901,,,Air Fare - Regional Support Visit Amm _ Erbil - Amm,456.78,,,,,
Unknown,Unknown,8901,,NOPQ,TU Airfare,4567.890123,,,,,
Unknown,Unknown,8901,,NOPQ,TU Per diem & Accomodation,456.7890,,,,,
Unknown,Unknown,8901,,NOPQ,ERD Coordinator,12.34,,,,,
Unknown,Unknown,8901,,NOPQ,ERD Manager,234.56,,,,,
Unknown,Unknown,123,,NOPQ,Conferences and Meetings - ERD - Iraq -TBD-Iraq,2345.6,,,,,
Unknown,Unknown,123,,HIJK,Conferences and Meetings - Support - Iraq -TBD-Iraq,123.45,,,,,
Unknown,Unknown,8901,,HIJK,Computer - Laptop,1234.56,,,,,
Unknown,Unknown,8901,,HIJK,"IT Equipment (Tablets, mobile phone)",456.78,,,,,
Unknown,Unknown,9012,,HIJK,Furniture,456.78,,,,,
Unknown,Unknown,8901,QRS,NOPQ,Computer- Laptop,8901.2345,,,,,
Unknown,Unknown,8901,,NOPQ,"IT Equipment (Tablets, mobile phone)",789.012,,,,,
Unknown,Unknown,9012,,NOPQ,Furniture,456.78,,,,,
Unknown,Unknown,8901,QRS,NOPQ,Office Supplies -  Program,234.567,,,,,
Unknown,Unknown,8901,TUV,NOPQ,Office Supplies -  Program,12.34,,,,,
Unknown,Unknown,8901,BCD,NOPQ,Office Supplies -  Program,12.34,,,,,
Unknown,Unknown,8901,YZA,NOPQ,Office Supplies -  Program,12.34,,,,,
Unknown,Unknown,4567,TUV,NOPQ,Money Transfer Agent Fee (All),56789.0123456789,,,,,
Unknown,Unknown,4567,YZA,NOPQ,MPCA (All),5678901.23456789,,,,,
Unknown,Unknown,4567,QRS,NOPQ,Program Related Meetings,7890.1,,,,,
Unknown,Unknown,4567,,,Monitoring & Evaluation,6789.0,,,,,
Unknown,Unknown,4567,"QUI , NOS , EXE",HIJK,Legal fees,34567.890,,,,,
Unknown,Unknown,4567,"QUI , NOS , EXE",HIJK,Annual bar registration fee,123.456,,,,,
Unknown,Unknown,4567,"QUI , NOS , EXE",HIJK,Printing / Translation,890.1234,,,,,
Unknown,Unknown,4567,BCD,HIJK,Vehicle Rental,78901.23456,,,,,
Unknown,Unknown,4567,BCD,HIJK,Vehicle Rental Overtime,4567.890,,,,,
Unknown,Unknown,4567,TUV,HIJK,Vehicle Rental,78901.23456,,,,,
Unknown,Unknown,4567,TUV,HIJK,Vehicle Rental Overtime,4567.890,,,,,
Unknown,Unknown,4567,YZA,HIJK,Vehicle Rental,78901.23456,,,,,
Unknown,Unknown,4567,YZA,HIJK,Vehicle Rental Overtime,4567.890,,,,,
Unknown,Unknown,4567,BCD,NOPQ,Vehicle Rental,78901.23456,,,,,
Unknown,Unknown,4567,BCD,NOPQ,Vehicle Rental Overtime,4567.890,,,,,
Unknown,Unknown,4567,TUV,NOPQ,Vehicle Rental,78901.23456,,,,,
Unknown,Unknown,4567,TUV,NOPQ,Vehicle Rental Overtime,4567.890,,,,,
Unknown,Unknown,4567,YZA,NOPQ,Vehicle Rental,78901.23456,,,,,
Unknown,Unknown,4567,YZA,NOPQ,Vehicle Rental Overtime,4567.890,,,,,
Unknown,Unknown,3456,WXY,HIJK,Telephone Usage -Program,8901.234567,,,,,
Unknown,Unknown,3456,QRS,NOPQ,Telephone Usage -Program,5678.901,,,,,
Unknown,Unknown,3456,TUV,NOPQ,Telephone Usage -Program,1234.567,,,,,
Unknown,Unknown,3456,BCD,NOPQ,Telephone Usage -Program,1234.567,,,,,
Unknown,Unknown,3456,YZA,NOPQ,Telephone Usage -Program,1234.567,,,,,
Unknown,Unknown,3456,,,ICR,12345.678901234,,,,,
